EmployeesSK,EmployeeId,Date,FirstArrival,LastCompletion,EarlyStart,LateStart,EarlyFinish,LateFinish,TravelTime
1001,OP_CSP1_01,2026-04-15,2026-04-15T07:52:00,2026-04-15T15:57:00,Y,N,Y,N,35
1001,OP_CSP1_01,2026-04-16,2026-04-16T07:57:00,2026-04-16T15:51:00,Y,N,Y,N,22
1001,OP_CSP1_01,2026-04-17,2026-04-17T07:49:00,2026-04-17T15:50:00,Y,N,Y,N,42
1001,OP_CSP1_01,2026-04-20,2026-04-20T07:45:00,2026-04-20T15:52:00,Y,N,Y,N,40
1001,OP_CSP1_01,2026-04-21,2026-04-21T07:54:00,2026-04-21T16:05:00,Y,N,Y,N,23
1001,OP_CSP1_01,2026-04-22,2026-04-22T07:41:00,2026-04-22T16:13:00,Y,N,Y,N,20
1001,OP_CSP1_01,2026-04-23,2026-04-23T07:46:00,2026-04-23T16:13:00,Y,N,Y,N,46
1001,OP_CSP1_01,2026-04-24,2026-04-24T07:54:00,2026-04-24T15:47:00,Y,N,Y,N,42
1001,OP_CSP1_01,2026-04-27,2026-04-27T07:42:00,2026-04-27T15:56:00,Y,N,Y,N,65
1001,OP_CSP1_01,2026-04-28,2026-04-28T07:47:00,2026-04-28T16:03:00,Y,N,Y,N,54
1001,OP_CSP1_01,2026-04-29,2026-04-29T07:41:00,2026-04-29T16:26:00,Y,N,Y,N,35
1001,OP_CSP1_01,2026-04-30,2026-04-30T07:44:00,2026-04-30T16:02:00,Y,N,Y,N,31
1002,OP_CSP1_02,2026-03-13,2026-03-13T07:50:00,2026-03-13T16:24:00,Y,N,Y,N,35
1002,OP_CSP1_02,2026-03-16,2026-03-16T07:52:00,2026-03-16T16:27:00,Y,N,Y,N,26
1002,OP_CSP1_02,2026-03-17,2026-03-17T07:45:00,2026-03-17T16:21:00,Y,N,Y,N,20
1002,OP_CSP1_02,2026-03-18,2026-03-18T07:57:00,2026-03-18T15:48:00,Y,N,Y,N,55
1002,OP_CSP1_02,2026-03-19,2026-03-19T07:47:00,2026-03-19T16:19:00,Y,N,Y,N,22
1002,OP_CSP1_02,2026-03-20,2026-03-20T07:46:00,2026-03-20T15:47:00,Y,N,Y,N,24
1002,OP_CSP1_02,2026-03-23,2026-03-23T07:52:00,2026-03-23T15:57:00,Y,N,Y,N,27
1002,OP_CSP1_02,2026-03-24,2026-03-24T07:53:00,2026-03-24T16:16:00,Y,N,Y,N,46
1002,OP_CSP1_02,2026-03-25,2026-03-25T07:47:00,2026-03-25T15:56:00,Y,N,Y,N,56
1002,OP_CSP1_02,2026-03-26,2026-03-26T07:42:00,2026-03-26T15:49:00,Y,N,Y,N,64
1002,OP_CSP1_02,2026-03-27,2026-03-27T07:47:00,2026-03-27T16:06:00,Y,N,Y,N,58
1002,OP_CSP1_02,2026-03-30,2026-03-30T07:56:00,2026-03-30T15:53:00,Y,N,Y,N,65
1002,OP_CSP1_02,2026-03-31,2026-03-31T07:55:00,2026-03-31T16:03:00,Y,N,Y,N,50
1002,OP_CSP1_02,2026-04-01,2026-04-01T07:41:00,2026-04-01T16:29:00,Y,N,Y,N,42
1002,OP_CSP1_02,2026-04-02,2026-04-02T07:48:00,2026-04-02T15:46:00,Y,N,Y,N,65
1002,OP_CSP1_02,2026-04-03,2026-04-03T08:42:00,2026-04-03T16:00:00,N,Y,Y,N,20
1002,OP_CSP1_02,2026-04-06,2026-04-06T08:42:00,2026-04-06T16:15:00,N,Y,Y,N,37
1002,OP_CSP1_02,2026-04-07,2026-04-07T08:42:00,2026-04-07T15:49:00,N,Y,Y,N,62
1002,OP_CSP1_02,2026-04-08,2026-04-08T08:42:00,2026-04-08T16:24:00,N,Y,Y,N,31
1002,OP_CSP1_02,2026-04-09,2026-04-09T07:40:00,2026-04-09T15:57:00,Y,N,Y,N,43
1002,OP_CSP1_02,2026-04-10,2026-04-10T07:43:00,2026-04-10T15:53:00,Y,N,Y,N,25
1002,OP_CSP1_02,2026-04-13,2026-04-13T07:49:00,2026-04-13T16:07:00,Y,N,Y,N,36
1002,OP_CSP1_02,2026-04-14,2026-04-14T07:53:00,2026-04-14T15:52:00,Y,N,Y,N,50
1002,OP_CSP1_02,2026-04-15,2026-04-15T07:52:00,2026-04-15T16:08:00,Y,N,Y,N,41
1002,OP_CSP1_02,2026-04-16,2026-04-16T07:43:00,2026-04-16T15:52:00,Y,N,Y,N,31
1002,OP_CSP1_02,2026-04-17,2026-04-17T07:55:00,2026-04-17T16:25:00,Y,N,Y,N,35
1002,OP_CSP1_02,2026-04-20,2026-04-20T07:43:00,2026-04-20T15:46:00,Y,N,Y,N,63
1002,OP_CSP1_02,2026-04-21,2026-04-21T07:53:00,2026-04-21T16:21:00,Y,N,Y,N,47
1002,OP_CSP1_02,2026-04-22,2026-04-22T07:51:00,2026-04-22T16:05:00,Y,N,Y,N,26
1002,OP_CSP1_02,2026-04-23,2026-04-23T07:52:00,2026-04-23T16:06:00,Y,N,Y,N,48
1002,OP_CSP1_02,2026-04-24,2026-04-24T07:40:00,2026-04-24T16:07:00,Y,N,Y,N,43
1002,OP_CSP1_02,2026-04-27,2026-04-27T07:54:00,2026-04-27T16:24:00,Y,N,Y,N,32
1002,OP_CSP1_02,2026-04-28,2026-04-28T07:56:00,2026-04-28T16:00:00,Y,N,Y,N,38
1002,OP_CSP1_02,2026-04-29,2026-04-29T07:41:00,2026-04-29T16:20:00,Y,N,Y,N,28
1002,OP_CSP1_02,2026-04-30,2026-04-30T07:49:00,2026-04-30T15:48:00,Y,N,Y,N,44
1003,OP_CSP1_03,2026-03-13,2026-03-13T07:49:00,2026-03-13T16:11:00,Y,N,Y,N,45
1003,OP_CSP1_03,2026-03-16,2026-03-16T07:45:00,2026-03-16T15:59:00,Y,N,Y,N,47
1003,OP_CSP1_03,2026-03-17,2026-03-17T07:46:00,2026-03-17T16:30:00,Y,N,N,N,38
1003,OP_CSP1_03,2026-03-18,2026-03-18T07:43:00,2026-03-18T16:26:00,Y,N,Y,N,49
1003,OP_CSP1_03,2026-03-19,2026-03-19T07:43:00,2026-03-19T15:47:00,Y,N,Y,N,39
1003,OP_CSP1_03,2026-03-20,2026-03-20T07:43:00,2026-03-20T16:07:00,Y,N,Y,N,31
1003,OP_CSP1_03,2026-03-23,2026-03-23T07:47:00,2026-03-23T16:23:00,Y,N,Y,N,58
1003,OP_CSP1_03,2026-03-24,2026-03-24T07:57:00,2026-03-24T16:04:00,Y,N,Y,N,33
1003,OP_CSP1_03,2026-03-25,2026-03-25T07:53:00,2026-03-25T16:14:00,Y,N,Y,N,50
1003,OP_CSP1_03,2026-03-26,2026-03-26T07:48:00,2026-03-26T16:06:00,Y,N,Y,N,40
1003,OP_CSP1_03,2026-03-27,2026-03-27T07:58:00,2026-03-27T16:06:00,Y,N,Y,N,57
1003,OP_CSP1_03,2026-03-30,2026-03-30T07:55:00,2026-03-30T16:29:00,Y,N,Y,N,33
1003,OP_CSP1_03,2026-03-31,2026-03-31T07:57:00,2026-03-31T16:16:00,Y,N,Y,N,20
1003,OP_CSP1_03,2026-04-01,2026-04-01T07:57:00,2026-04-01T16:16:00,Y,N,Y,N,51
1003,OP_CSP1_03,2026-04-02,2026-04-02T07:47:00,2026-04-02T16:05:00,Y,N,Y,N,34
1003,OP_CSP1_03,2026-04-03,2026-04-03T07:42:00,2026-04-03T16:08:00,Y,N,Y,N,56
1003,OP_CSP1_03,2026-04-06,2026-04-06T07:44:00,2026-04-06T15:45:00,Y,N,Y,N,58
1003,OP_CSP1_03,2026-04-07,2026-04-07T07:45:00,2026-04-07T16:00:00,Y,N,Y,N,23
1003,OP_CSP1_03,2026-04-08,2026-04-08T07:47:00,2026-04-08T16:13:00,Y,N,Y,N,24
1003,OP_CSP1_03,2026-04-09,2026-04-09T07:48:00,2026-04-09T16:27:00,Y,N,Y,N,44
1003,OP_CSP1_03,2026-04-10,2026-04-10T07:44:00,2026-04-10T15:53:00,Y,N,Y,N,26
1003,OP_CSP1_03,2026-04-13,2026-04-13T07:54:00,2026-04-13T16:20:00,Y,N,Y,N,28
1003,OP_CSP1_03,2026-04-14,2026-04-14T07:48:00,2026-04-14T16:00:00,Y,N,Y,N,27
1003,OP_CSP1_03,2026-04-15,2026-04-15T07:40:00,2026-04-15T16:25:00,Y,N,Y,N,54
1003,OP_CSP1_03,2026-04-16,2026-04-16T07:58:00,2026-04-16T16:05:00,Y,N,Y,N,61
1003,OP_CSP1_03,2026-04-17,2026-04-17T07:55:00,2026-04-17T16:09:00,Y,N,Y,N,63
1003,OP_CSP1_03,2026-04-20,2026-04-20T07:56:00,2026-04-20T15:49:00,Y,N,Y,N,36
1003,OP_CSP1_03,2026-04-21,2026-04-21T07:55:00,2026-04-21T16:12:00,Y,N,Y,N,57
1003,OP_CSP1_03,2026-04-22,2026-04-22T07:41:00,2026-04-22T16:10:00,Y,N,Y,N,30
1003,OP_CSP1_03,2026-04-23,2026-04-23T07:44:00,2026-04-23T16:24:00,Y,N,Y,N,51
1003,OP_CSP1_03,2026-04-24,2026-04-24T07:48:00,2026-04-24T15:56:00,Y,N,Y,N,46
1003,OP_CSP1_03,2026-04-27,2026-04-27T07:53:00,2026-04-27T16:08:00,Y,N,Y,N,53
1003,OP_CSP1_03,2026-04-28,2026-04-28T07:57:00,2026-04-28T15:51:00,Y,N,Y,N,54
1003,OP_CSP1_03,2026-04-29,2026-04-29T07:40:00,2026-04-29T16:03:00,Y,N,Y,N,24
1003,OP_CSP1_03,2026-04-30,2026-04-30T07:50:00,2026-04-30T16:04:00,Y,N,Y,N,35
1004,OP_CSP1_04,2026-03-13,2026-03-13T07:53:00,2026-03-13T16:18:00,Y,N,Y,N,26
1004,OP_CSP1_04,2026-03-16,2026-03-16T07:54:00,2026-03-16T16:07:00,Y,N,Y,N,42
1004,OP_CSP1_04,2026-03-17,2026-03-17T07:45:00,2026-03-17T16:04:00,Y,N,Y,N,26
1004,OP_CSP1_04,2026-03-18,2026-03-18T07:49:00,2026-03-18T15:52:00,Y,N,Y,N,46
1004,OP_CSP1_04,2026-03-19,2026-03-19T07:57:00,2026-03-19T15:58:00,Y,N,Y,N,24
1004,OP_CSP1_04,2026-03-20,2026-03-20T07:46:00,2026-03-20T15:57:00,Y,N,Y,N,64
1004,OP_CSP1_04,2026-03-23,2026-03-23T07:58:00,2026-03-23T15:53:00,Y,N,Y,N,23
1004,OP_CSP1_04,2026-03-24,2026-03-24T07:45:00,2026-03-24T15:46:00,Y,N,Y,N,23
1004,OP_CSP1_04,2026-03-25,2026-03-25T07:46:00,2026-03-25T15:49:00,Y,N,Y,N,20
1004,OP_CSP1_04,2026-03-26,2026-03-26T07:53:00,2026-03-26T15:59:00,Y,N,Y,N,42
1004,OP_CSP1_04,2026-03-27,2026-03-27T07:45:00,2026-03-27T16:23:00,Y,N,Y,N,44
1004,OP_CSP1_04,2026-03-30,2026-03-30T07:46:00,2026-03-30T16:04:00,Y,N,Y,N,27
1004,OP_CSP1_04,2026-03-31,2026-03-31T07:47:00,2026-03-31T16:26:00,Y,N,Y,N,50
1004,OP_CSP1_04,2026-04-01,2026-04-01T07:56:00,2026-04-01T16:09:00,Y,N,Y,N,37
1004,OP_CSP1_04,2026-04-02,2026-04-02T07:41:00,2026-04-02T16:11:00,Y,N,Y,N,64
1004,OP_CSP1_04,2026-04-03,2026-04-03T07:41:00,2026-04-03T16:15:00,Y,N,Y,N,50
1004,OP_CSP1_04,2026-04-06,2026-04-06T07:51:00,2026-04-06T16:12:00,Y,N,Y,N,43
1004,OP_CSP1_04,2026-04-07,2026-04-07T07:50:00,2026-04-07T15:58:00,Y,N,Y,N,34
1004,OP_CSP1_04,2026-04-08,2026-04-08T07:53:00,2026-04-08T16:15:00,Y,N,Y,N,63
1004,OP_CSP1_04,2026-04-09,2026-04-09T07:58:00,2026-04-09T15:55:00,Y,N,Y,N,27
1004,OP_CSP1_04,2026-04-10,2026-04-10T07:48:00,2026-04-10T16:17:00,Y,N,Y,N,58
1004,OP_CSP1_04,2026-04-13,2026-04-13T07:44:00,2026-04-13T16:10:00,Y,N,Y,N,41
1004,OP_CSP1_04,2026-04-14,2026-04-14T07:48:00,2026-04-14T16:26:00,Y,N,Y,N,58
1004,OP_CSP1_04,2026-04-15,2026-04-15T07:45:00,2026-04-15T16:10:00,Y,N,Y,N,55
1004,OP_CSP1_04,2026-04-16,2026-04-16T07:42:00,2026-04-16T15:50:00,Y,N,Y,N,36
1004,OP_CSP1_04,2026-04-17,2026-04-17T07:53:00,2026-04-17T16:19:00,Y,N,Y,N,26
1004,OP_CSP1_04,2026-04-20,2026-04-20T07:45:00,2026-04-20T15:45:00,Y,N,Y,N,32
1004,OP_CSP1_04,2026-04-21,2026-04-21T07:41:00,2026-04-21T16:23:00,Y,N,Y,N,64
1004,OP_CSP1_04,2026-04-22,2026-04-22T07:47:00,2026-04-22T15:54:00,Y,N,Y,N,58
1004,OP_CSP1_04,2026-04-23,2026-04-23T07:48:00,2026-04-23T16:24:00,Y,N,Y,N,33
1004,OP_CSP1_04,2026-04-24,2026-04-24T07:57:00,2026-04-24T16:14:00,Y,N,Y,N,40
1004,OP_CSP1_04,2026-04-27,2026-04-27T07:50:00,2026-04-27T16:06:00,Y,N,Y,N,33
1004,OP_CSP1_04,2026-04-28,2026-04-28T07:47:00,2026-04-28T16:30:00,Y,N,N,N,50
1004,OP_CSP1_04,2026-04-29,2026-04-29T07:56:00,2026-04-29T15:48:00,Y,N,Y,N,41
1004,OP_CSP1_04,2026-04-30,2026-04-30T07:41:00,2026-04-30T15:49:00,Y,N,Y,N,57
1006,OP_CSP2_01,2026-03-13,2026-03-13T07:49:00,2026-03-13T16:07:00,Y,N,Y,N,57
1006,OP_CSP2_01,2026-03-16,2026-03-16T07:44:00,2026-03-16T15:50:00,Y,N,Y,N,37
1006,OP_CSP2_01,2026-03-17,2026-03-17T07:41:00,2026-03-17T15:55:00,Y,N,Y,N,59
1006,OP_CSP2_01,2026-03-18,2026-03-18T07:45:00,2026-03-18T15:46:00,Y,N,Y,N,26
1006,OP_CSP2_01,2026-03-19,2026-03-19T07:46:00,2026-03-19T16:09:00,Y,N,Y,N,61
1006,OP_CSP2_01,2026-03-20,2026-03-20T07:42:00,2026-03-20T16:04:00,Y,N,Y,N,45
1006,OP_CSP2_01,2026-03-23,2026-03-23T07:42:00,2026-03-23T16:17:00,Y,N,Y,N,33
1006,OP_CSP2_01,2026-03-24,2026-03-24T07:55:00,2026-03-24T16:18:00,Y,N,Y,N,47
1006,OP_CSP2_01,2026-03-25,2026-03-25T07:55:00,2026-03-25T15:46:00,Y,N,Y,N,28
1006,OP_CSP2_01,2026-03-26,2026-03-26T07:47:00,2026-03-26T15:45:00,Y,N,Y,N,38
1006,OP_CSP2_01,2026-03-27,2026-03-27T07:45:00,2026-03-27T16:11:00,Y,N,Y,N,28
1006,OP_CSP2_01,2026-03-30,2026-03-30T07:45:00,2026-03-30T16:13:00,Y,N,Y,N,26
1006,OP_CSP2_01,2026-03-31,2026-03-31T07:56:00,2026-03-31T16:16:00,Y,N,Y,N,23
1006,OP_CSP2_01,2026-04-01,2026-04-01T07:47:00,2026-04-01T16:19:00,Y,N,Y,N,35
1006,OP_CSP2_01,2026-04-02,2026-04-02T07:49:00,2026-04-02T16:30:00,Y,N,N,N,26
1006,OP_CSP2_01,2026-04-03,2026-04-03T07:43:00,2026-04-03T15:49:00,Y,N,Y,N,39
1006,OP_CSP2_01,2026-04-06,2026-04-06T07:45:00,2026-04-06T16:12:00,Y,N,Y,N,55
1006,OP_CSP2_01,2026-04-07,2026-04-07T07:48:00,2026-04-07T16:21:00,Y,N,Y,N,62
1006,OP_CSP2_01,2026-04-08,2026-04-08T07:40:00,2026-04-08T16:20:00,Y,N,Y,N,64
1006,OP_CSP2_01,2026-04-09,2026-04-09T07:51:00,2026-04-09T16:30:00,Y,N,N,N,64
1006,OP_CSP2_01,2026-04-10,2026-04-10T07:54:00,2026-04-10T16:04:00,Y,N,Y,N,42
1006,OP_CSP2_01,2026-04-13,2026-04-13T07:42:00,2026-04-13T16:23:00,Y,N,Y,N,62
1006,OP_CSP2_01,2026-04-14,2026-04-14T07:53:00,2026-04-14T15:48:00,Y,N,Y,N,24
1006,OP_CSP2_01,2026-04-15,2026-04-15T07:53:00,2026-04-15T16:13:00,Y,N,Y,N,20
1006,OP_CSP2_01,2026-04-16,2026-04-16T07:58:00,2026-04-16T16:12:00,Y,N,Y,N,26
1006,OP_CSP2_01,2026-04-17,2026-04-17T07:51:00,2026-04-17T16:18:00,Y,N,Y,N,59
1006,OP_CSP2_01,2026-04-20,2026-04-20T07:42:00,2026-04-20T16:18:00,Y,N,Y,N,49
1006,OP_CSP2_01,2026-04-21,2026-04-21T07:49:00,2026-04-21T15:50:00,Y,N,Y,N,28
1006,OP_CSP2_01,2026-04-22,2026-04-22T07:50:00,2026-04-22T16:25:00,Y,N,Y,N,63
1006,OP_CSP2_01,2026-04-23,2026-04-23T07:41:00,2026-04-23T15:58:00,Y,N,Y,N,31
1006,OP_CSP2_01,2026-04-24,2026-04-24T07:42:00,2026-04-24T15:48:00,Y,N,Y,N,24
1006,OP_CSP2_01,2026-04-27,2026-04-27T07:46:00,2026-04-27T16:10:00,Y,N,Y,N,44
1006,OP_CSP2_01,2026-04-28,2026-04-28T07:48:00,2026-04-28T16:19:00,Y,N,Y,N,56
1006,OP_CSP2_01,2026-04-29,2026-04-29T07:45:00,2026-04-29T16:28:00,Y,N,Y,N,60
1006,OP_CSP2_01,2026-04-30,2026-04-30T07:47:00,2026-04-30T16:00:00,Y,N,Y,N,44
1007,OP_CSP2_02,2026-03-13,2026-03-13T07:53:00,2026-03-13T15:53:00,Y,N,Y,N,62
1007,OP_CSP2_02,2026-03-16,2026-03-16T07:53:00,2026-03-16T15:52:00,Y,N,Y,N,31
1007,OP_CSP2_02,2026-03-17,2026-03-17T07:58:00,2026-03-17T16:08:00,Y,N,Y,N,34
1007,OP_CSP2_02,2026-03-18,2026-03-18T07:52:00,2026-03-18T16:25:00,Y,N,Y,N,56
1007,OP_CSP2_02,2026-03-19,2026-03-19T07:42:00,2026-03-19T15:50:00,Y,N,Y,N,54
1007,OP_CSP2_02,2026-03-20,2026-03-20T07:46:00,2026-03-20T15:52:00,Y,N,Y,N,63
1007,OP_CSP2_02,2026-03-23,2026-03-23T07:47:00,2026-03-23T16:11:00,Y,N,Y,N,28
1007,OP_CSP2_02,2026-03-24,2026-03-24T07:44:00,2026-03-24T16:12:00,Y,N,Y,N,20
1007,OP_CSP2_02,2026-03-25,2026-03-25T07:45:00,2026-03-25T15:58:00,Y,N,Y,N,32
1007,OP_CSP2_02,2026-03-26,2026-03-26T07:46:00,2026-03-26T16:18:00,Y,N,Y,N,39
1007,OP_CSP2_02,2026-03-27,2026-03-27T07:57:00,2026-03-27T15:52:00,Y,N,Y,N,34
1007,OP_CSP2_02,2026-03-30,2026-03-30T07:48:00,2026-03-30T16:17:00,Y,N,Y,N,50
1007,OP_CSP2_02,2026-03-31,2026-03-31T07:56:00,2026-03-31T16:06:00,Y,N,Y,N,47
1007,OP_CSP2_02,2026-04-01,2026-04-01T07:48:00,2026-04-01T16:28:00,Y,N,Y,N,52
1007,OP_CSP2_02,2026-04-02,2026-04-02T07:51:00,2026-04-02T16:12:00,Y,N,Y,N,31
1007,OP_CSP2_02,2026-04-03,2026-04-03T07:57:00,2026-04-03T16:19:00,Y,N,Y,N,44
1007,OP_CSP2_02,2026-04-06,2026-04-06T07:44:00,2026-04-06T15:55:00,Y,N,Y,N,41
1007,OP_CSP2_02,2026-04-07,2026-04-07T07:54:00,2026-04-07T16:13:00,Y,N,Y,N,33
1007,OP_CSP2_02,2026-04-08,2026-04-08T07:40:00,2026-04-08T15:54:00,Y,N,Y,N,42
1007,OP_CSP2_02,2026-04-09,2026-04-09T07:57:00,2026-04-09T15:50:00,Y,N,Y,N,53
1007,OP_CSP2_02,2026-04-10,2026-04-10T07:51:00,2026-04-10T15:52:00,Y,N,Y,N,37
1007,OP_CSP2_02,2026-04-13,2026-04-13T07:55:00,2026-04-13T15:50:00,Y,N,Y,N,20
1007,OP_CSP2_02,2026-04-14,2026-04-14T07:53:00,2026-04-14T15:52:00,Y,N,Y,N,47
1007,OP_CSP2_02,2026-04-15,2026-04-15T07:46:00,2026-04-15T16:10:00,Y,N,Y,N,58
1007,OP_CSP2_02,2026-04-16,2026-04-16T07:55:00,2026-04-16T16:05:00,Y,N,Y,N,41
1007,OP_CSP2_02,2026-04-17,2026-04-17T07:54:00,2026-04-17T16:23:00,Y,N,Y,N,55
1007,OP_CSP2_02,2026-04-20,2026-04-20T07:40:00,2026-04-20T16:28:00,Y,N,Y,N,57
1007,OP_CSP2_02,2026-04-21,2026-04-21T07:50:00,2026-04-21T16:13:00,Y,N,Y,N,28
1007,OP_CSP2_02,2026-04-22,2026-04-22T07:54:00,2026-04-22T16:17:00,Y,N,Y,N,37
1007,OP_CSP2_02,2026-04-23,2026-04-23T07:52:00,2026-04-23T15:48:00,Y,N,Y,N,44
1007,OP_CSP2_02,2026-04-24,2026-04-24T07:53:00,2026-04-24T16:03:00,Y,N,Y,N,48
1007,OP_CSP2_02,2026-04-27,2026-04-27T07:58:00,2026-04-27T16:14:00,Y,N,Y,N,49
1007,OP_CSP2_02,2026-04-28,2026-04-28T07:43:00,2026-04-28T16:01:00,Y,N,Y,N,64
1007,OP_CSP2_02,2026-04-29,2026-04-29T07:40:00,2026-04-29T16:03:00,Y,N,Y,N,57
1007,OP_CSP2_02,2026-04-30,2026-04-30T07:48:00,2026-04-30T15:51:00,Y,N,Y,N,48
1008,OP_CSP2_03,2026-03-13,2026-03-13T07:42:00,2026-03-13T16:29:00,Y,N,Y,N,33
1008,OP_CSP2_03,2026-03-16,2026-03-16T07:48:00,2026-03-16T15:45:00,Y,N,Y,N,48
1008,OP_CSP2_03,2026-03-17,2026-03-17T07:52:00,2026-03-17T16:00:00,Y,N,Y,N,42
1008,OP_CSP2_03,2026-03-18,2026-03-18T07:50:00,2026-03-18T16:30:00,Y,N,N,N,61
1008,OP_CSP2_03,2026-03-19,2026-03-19T07:57:00,2026-03-19T15:58:00,Y,N,Y,N,47
1008,OP_CSP2_03,2026-03-20,2026-03-20T07:43:00,2026-03-20T16:06:00,Y,N,Y,N,51
1008,OP_CSP2_03,2026-03-23,2026-03-23T07:48:00,2026-03-23T15:54:00,Y,N,Y,N,63
1008,OP_CSP2_03,2026-03-24,2026-03-24T07:49:00,2026-03-24T15:46:00,Y,N,Y,N,33
1008,OP_CSP2_03,2026-03-25,2026-03-25T07:51:00,2026-03-25T15:51:00,Y,N,Y,N,60
1008,OP_CSP2_03,2026-03-26,2026-03-26T07:58:00,2026-03-26T15:57:00,Y,N,Y,N,40
1008,OP_CSP2_03,2026-03-27,2026-03-27T07:48:00,2026-03-27T16:10:00,Y,N,Y,N,21
1008,OP_CSP2_03,2026-03-30,2026-03-30T07:53:00,2026-03-30T16:04:00,Y,N,Y,N,65
1008,OP_CSP2_03,2026-03-31,2026-03-31T07:47:00,2026-03-31T15:59:00,Y,N,Y,N,41
1008,OP_CSP2_03,2026-04-01,2026-04-01T07:44:00,2026-04-01T15:45:00,Y,N,Y,N,36
1008,OP_CSP2_03,2026-04-02,2026-04-02T07:57:00,2026-04-02T16:03:00,Y,N,Y,N,24
1008,OP_CSP2_03,2026-04-03,2026-04-03T07:57:00,2026-04-03T15:53:00,Y,N,Y,N,30
1008,OP_CSP2_03,2026-04-06,2026-04-06T07:54:00,2026-04-06T16:23:00,Y,N,Y,N,39
1008,OP_CSP2_03,2026-04-07,2026-04-07T07:44:00,2026-04-07T16:09:00,Y,N,Y,N,23
1008,OP_CSP2_03,2026-04-08,2026-04-08T07:47:00,2026-04-08T15:56:00,Y,N,Y,N,40
1008,OP_CSP2_03,2026-04-09,2026-04-09T07:55:00,2026-04-09T16:03:00,Y,N,Y,N,31
1008,OP_CSP2_03,2026-04-10,2026-04-10T07:49:00,2026-04-10T15:58:00,Y,N,Y,N,24
1008,OP_CSP2_03,2026-04-13,2026-04-13T07:47:00,2026-04-13T15:57:00,Y,N,Y,N,61
1008,OP_CSP2_03,2026-04-14,2026-04-14T07:47:00,2026-04-14T16:04:00,Y,N,Y,N,55
1008,OP_CSP2_03,2026-04-15,2026-04-15T07:52:00,2026-04-15T16:18:00,Y,N,Y,N,40
1008,OP_CSP2_03,2026-04-16,2026-04-16T07:47:00,2026-04-16T16:29:00,Y,N,Y,N,25
1008,OP_CSP2_03,2026-04-17,2026-04-17T07:42:00,2026-04-17T16:21:00,Y,N,Y,N,48
1008,OP_CSP2_03,2026-04-20,2026-04-20T07:52:00,2026-04-20T15:52:00,Y,N,Y,N,41
1008,OP_CSP2_03,2026-04-21,2026-04-21T07:46:00,2026-04-21T16:30:00,Y,N,N,N,38
1008,OP_CSP2_03,2026-04-22,2026-04-22T07:56:00,2026-04-22T16:07:00,Y,N,Y,N,29
